transaction_id,customer_id,product_id,quantity,unit_price,transaction_date
TX_000059,CUST_0117,PROD_056,3,210.04,2025-01-16 00:00:00
TX_000060,CUST_0631,PROD_063,7,296.27,2025-07-27 00:00:00
TX_000061,CUST_0499,PROD_022,6,83.8,2025-06-17 00:00:00
TX_000062,CUST_0207,PROD_095,1,79.27,2025-08-08 00:00:00
TX_000063,CUST_0312,PROD_001,8,92.9,2025-03-10 00:00:00
TX_000064,CUST_0732,PROD_012,1,86.78,2025-06-08 00:00:00
TX_000065,CUST_0169,PROD_079,1,411.61,2025-04-09 00:00:00
TX_000066,CUST_0718,PROD_076,5,309.64,2025/09/27
TX_000067,CUST_0284,PROD_078,5,82.91,2025-12-25 00:00:00
TX_000068,CUST_0459,PROD_005,7,426.82,2025-12-07 00:00:00
TX_000069,CUST_0927,PROD_066,5,150.36,2025-12-28 00:00:00
TX_000070,CUST_0482,PROD_040,6,109.22,2025-08-25 00:00:00
TX_000071,CUST_0163,PROD_016,3,58.3,2025-08-18 00:00:00
TX_000072,CUST_0579,PROD_089,6,291.74,2025-09-04 00:00:00
TX_000073,CUST_0620,PROD_027,8,329.81,2025-07-06 00:00:00
TX_000074,CUST_0136,PROD_033,7,97.35,2025-09-12 00:00:00
TX_000075,CUST_0663,PROD_042,7,330.91,2025-10-18 00:00:00
TX_000076,CUST_0337,PROD_054,2,246.01,2025-06-21 00:00:00
TX_000077,CUST_0492,PROD_064,5,454.12,2025-04-03 00:00:00
TX_000078,CUST_0739,PROD_079,6,171.9,2025-02-23 00:00:00
TX_000079,CUST_0500,PROD_019,6,341.78,2025-09-16 00:00:00
TX_000080,CUST_0403,PROD_094,1,230.2,2025-10-30 00:00:00
TX_000081,CUST_0935,PROD_043,1,206.63,2025-11-18 00:00:00
TX_000082,CUST_0855,PROD_078,10,119.32,2025-06-11 00:00:00
TX_000083,CUST_0543,PROD_084,1,409.28,2025-12-09 00:00:00
TX_000084,CUST_0544,PROD_999,4,25.07,2025-08-19 00:00:00
TX_000085,CUST_9999,PROD_010,5,269.95,2025-10-07 00:00:00
TX_000086,CUST_9999,PROD_094,5,385.61,2025/12/06
TX_000087,CUST_0438,PROD_071,5,390.94,2025-05-01 00:00:00
TX_000088,CUST_0673,PROD_084,4,12.03,2025/08/08
TX_000089,CUST_0983,PROD_017,5,88.67,2025-05-30 00:00:00
TX_000090,CUST_0874,PROD_021,6,53.31,2025-05-28 00:00:00
TX_000091,CUST_0141,PROD_020,2,427.25,2025-01-02 00:00:00
TX_000092,CUST_0554,PROD_015,8,172.08,2025-09-14 00:00:00
TX_000093,CUST_0953,PROD_062,10,142.76,2025-02-12 00:00:00
TX_000094,CUST_0362,PROD_025,9,472.75,2025-01-10 00:00:00
TX_000095,CUST_0177,PROD_021,3,174.34,2025-09-25 00:00:00
TX_000096,CUST_0981,PROD_097,6,19.75,2025-07-19 00:00:00
TX_000097,CUST_0825,PROD_025,10,320.56,2025-10-28 00:00:00
TX_000098,CUST_0465,PROD_100,8,280.94,2025-08-23 00:00:00
TX_000099,CUST_0408,PROD_005,8,98.1,2025-10-20 00:00:00
TX_000100,CUST_0763,PROD_054,1,484.94,2025/08/26
TX_000101,CUST_0239,PROD_061,8,279.02,2025-10-10 00:00:00
TX_000102,CUST_0067,PROD_082,6,126.79,2025-10-02 00:00:00
TX_000103,CUST_0219,PROD_039,3,349.47,2025-07-14 00:00:00
TX_000104,CUST_0844,PROD_068,6,42.18,2025-06-07 00:00:00
TX_000105,CUST_0054,PROD_042,3,357.34,2025-03-12 00:00:00
TX_000106,CUST_0206,PROD_013,5,385.16,2025-06-12 00:00:00
TX_000107,CUST_0435,PROD_011,4,29.29,2025-06-09 00:00:00
TX_000108,CUST_0164,PROD_071,10,435.8,2025-10-07 00:00:00
TX_000109,CUST_0610,PROD_052,1,159.39,2025/08/04
TX_000110,CUST_0107,PROD_013,10,6.98,2025/09/02
TX_000111,CUST_0832,PROD_034,3,297.47,2025-10-15 00:00:00
TX_000112,CUST_0685,PROD_084,10,351.85,2025-02-23 00:00:00
TX_000113,CUST_9999,PROD_091,3,88.84,2025-12-16 00:00:00
TX_000114,CUST_0011,PROD_035,10,398.36,2025-04-07 00:00:00
TX_000115,CUST_0881,PROD_086,7,100.27,2025-09-28 00:00:00
TX_000116,CUST_0843,PROD_037,5,128.27,2025-03-05 00:00:00
TX_000117,CUST_0995,PROD_999,2,205.74,2025-04-08 00:00:00
TX_000118,CUST_0378,PROD_075,2,483.75,2025-05-08 00:00:00
TX_000119,CUST_0512,PROD_094,2,343.61,2025-03-10 00:00:00
TX_000120,CUST_0231,PROD_084,4,360.03,2025/12/23
TX_000121,CUST_0423,PROD_019,2,435.06,2025-06-16 00:00:00
TX_000122,CUST_0564,PROD_026,3,107.36,2025-06-30 00:00:00
TX_000123,CUST_0498,PROD_036,7,29.22,2025-01-02 00:00:00
TX_000124,CUST_0123,PROD_068,5,105.9,2025-02-26 00:00:00
TX_000125,CUST_0573,PROD_099,1,239.25,2025/09/29
TX_000126,CUST_0621,PROD_058,4,345.77,2025-05-22 00:00:00
TX_000127,CUST_0553,PROD_029,8,452.88,2025-01-09 00:00:00
TX_000128,CUST_0788,PROD_071,9,322.73,2025-03-16 00:00:00
TX_000129,CUST_0522,PROD_035,9,400.73,2025/07/26
TX_000130,CUST_0220,PROD_037,5,405.81,2025-12-09 00:00:00
TX_000131,CUST_0375,PROD_068,1,78.8,2025-01-11 00:00:00
TX_000132,CUST_0860,PROD_001,8,100.74,2025-02-25 00:00:00
TX_000133,CUST_0871,PROD_035,10,103.74,2025-07-25 00:00:00
TX_000134,CUST_0731,PROD_061,10,102.15,2025-05-06 00:00:00
TX_000135,CUST_0731,PROD_031,9,170.05,2025-04-27 00:00:00
TX_000136,CUST_0157,PROD_018,4,208.31,2025-01-23 00:00:00
TX_000137,CUST_0149,PROD_071,8,360.62,2025-04-24 00:00:00
TX_000138,CUST_0199,PROD_002,10,207.52,2025-05-24 00:00:00
TX_000139,CUST_0429,PROD_031,10,63.8,2025-05-09 00:00:00
TX_000140,CUST_0494,PROD_089,5,272.83,2025-12-03 00:00:00
TX_000141,CUST_0032,PROD_028,7,444.3,2025/02/21
TX_000142,CUST_0569,PROD_999,6,467.65,2025-08-20 00:00:00
TX_000143,CUST_0200,PROD_074,1,335.31,2025-04-09 00:00:00
TX_000144,CUST_0093,PROD_026,4,102.83,2025-06-01 00:00:00
TX_000145,CUST_0463,PROD_005,2,364.24,2025-04-15 00:00:00
TX_000146,CUST_0614,PROD_056,3,345.52,2025-03-23 00:00:00
TX_000147,CUST_9999,PROD_069,3,343.8,2025-08-04 00:00:00
TX_000148,CUST_0434,PROD_054,2,220.14,2025-12-25 00:00:00
TX_000149,CUST_0676,PROD_021,10,268.76,2025-10-18 00:00:00
TX_000150,CUST_0353,PROD_057,5,161.29,2025-11-07 00:00:00
TX_000151,CUST_0042,PROD_038,7,387.42,2025-08-27 00:00:00
TX_000152,CUST_0237,PROD_017,1,118.72,2025-12-25 00:00:00
TX_000153,CUST_0982,PROD_084,10,357.66,2025/03/11
TX_000154,CUST_0475,PROD_031,1,256.67,2025-11-07 00:00:00
TX_000155,CUST_0172,PROD_069,2,133.53,2025-06-20 00:00:00
TX_000156,CUST_0091,PROD_027,3,402.42,2025-04-23 00:00:00
TX_000157,CUST_0303,PROD_010,7,361.86,2025/10/07
TX_000158,CUST_0944,PROD_036,6,19.83,2025-01-06 00:00:00
TX_000159,CUST_0050,PROD_093,1,46.4,2025-03-26 00:00:00
TX_000160,CUST_0167,PROD_025,8,476.78,2025-02-20 00:00:00
TX_000161,CUST_0761,PROD_081,10,17.79,2025-03-18 00:00:00
TX_000162,CUST_0236,PROD_065,5,377.5,2025-05-14 00:00:00
TX_000163,CUST_0303,PROD_074,9,241.01,2025-09-09 00:00:00
TX_000164,CUST_0309,PROD_098,5,253.2,2025-01-22 00:00:00
TX_000165,CUST_0891,PROD_006,10,29.18,2025-12-05 00:00:00
TX_000166,CUST_0708,PROD_012,6,363.33,2025-05-21 00:00:00
TX_000167,CUST_0252,PROD_020,5,258.28,2025-06-14 00:00:00
TX_000168,CUST_0636,PROD_074,7,366.15,2025-10-10 00:00:00
TX_000169,CUST_0109,PROD_031,7,303.04,2025-11-11 00:00:00
TX_000170,CUST_0035,PROD_100,9,96.46,2025/02/03
TX_000171,CUST_0251,PROD_033,9,66.51,2025-10-12 00:00:00
TX_000172,CUST_0536,PROD_034,3,276.0,2025-08-31 00:00:00
TX_000173,CUST_0398,PROD_098,4,266.52,2025-02-02 00:00:00
TX_000174,CUST_0135,PROD_052,10,340.56,2025-03-29 00:00:00
TX_000175,CUST_0630,PROD_021,1,125.14,2025-08-03 00:00:00
TX_000176,CUST_0883,PROD_040,5,45.67,2025-01-21 00:00:00
TX_000177,CUST_0799,PROD_097,6,380.04,2025-01-22 00:00:00
TX_000178,CUST_0756,PROD_088,3,150.45,2025-01-12 00:00:00
TX_000179,CUST_0631,PROD_036,5,258.93,2025-09-29 00:00:00
TX_000180,CUST_0463,PROD_048,4,280.26,2025-09-14 00:00:00
TX_000181,CUST_0565,PROD_018,8,307.0,2025/12/23
TX_000182,CUST_0077,PROD_082,1,496.6,2025-05-30 00:00:00
TX_000183,CUST_0428,PROD_046,4,415.12,2025-05-12 00:00:00
TX_000184,CUST_0251,PROD_029,3,403.94,2025/02/16
TX_000185,CUST_0956,PROD_016,9,28.92,2025-04-12 00:00:00
TX_000186,CUST_0406,PROD_018,7,323.79,2025/04/26
TX_000187,CUST_0072,PROD_011,10,381.87,2025-09-12 00:00:00
TX_000188,CUST_0798,PROD_065,7,390.56,2025-09-26 00:00:00
TX_000189,CUST_9999,PROD_004,1,295.11,2025-06-21 00:00:00
TX_000190,CUST_0262,PROD_068,1,125.97,2025-07-13 00:00:00
TX_000191,CUST_0972,PROD_037,10,64.25,2025-08-01 00:00:00
TX_000192,CUST_0438,PROD_079,6,71.29,2025/01/30
TX_000193,CUST_0253,PROD_082,10,146.98,2025-10-04 00:00:00
TX_000194,CUST_0978,PROD_004,10,73.95,2025-07-28 00:00:00
TX_000195,CUST_0323,PROD_078,10,255.4,2025-02-07 00:00:00
TX_000196,CUST_0692,PROD_012,5,467.22,2025-12-23 00:00:00
TX_000197,CUST_0267,PROD_053,1,415.64,2025/11/19
TX_000198,CUST_0487,PROD_051,7,220.51,2025-01-24 00:00:00
TX_000199,CUST_0264,PROD_003,1,472.2,2025-01-29 00:00:00
TX_000200,CUST_0800,PROD_078,-1,48.75,2025-01-14 00:00:00
TX_000201,CUST_0149,PROD_096,4,54.47,2025-03-31 00:00:00
TX_000202,CUST_0698,PROD_056,9,277.39,2025-08-12 00:00:00
TX_000203,CUST_0994,PROD_072,3,312.48,2025-09-26 00:00:00
TX_000204,CUST_0083,PROD_039,9,7.45,2025-09-28 00:00:00
TX_000205,CUST_0702,PROD_062,9,369.65,2025-09-28 00:00:00
TX_000206,CUST_0479,PROD_079,2,31.43,2025-12-08 00:00:00
TX_000207,CUST_0037,PROD_007,9,187.28,2025-10-17 00:00:00
TX_000208,CUST_0593,PROD_024,1,358.75,2025-08-20 00:00:00
TX_000209,CUST_0340,PROD_077,10,313.77,2025-11-17 00:00:00
TX_000210,CUST_0770,PROD_085,5,415.99,2025-11-25 00:00:00
TX_000211,CUST_0935,PROD_067,5,76.86,2025-07-07 00:00:00
TX_000212,CUST_0509,PROD_073,2,150.73,2025-09-14 00:00:00
TX_000213,CUST_0399,PROD_025,2,96.55,2025-04-25 00:00:00
TX_000214,CUST_0881,PROD_072,1,206.87,2025/12/25
TX_000215,CUST_0318,PROD_016,8,383.08,2025-01-16 00:00:00
TX_000216,CUST_0443,PROD_093,4,262.4,2025-04-23 00:00:00
TX_000217,CUST_0741,PROD_067,3,330.34,2025-10-15 00:00:00
TX_000218,CUST_0584,PROD_045,7,444.2,2025-03-02 00:00:00
TX_000219,CUST_0890,PROD_071,3,206.08,2025-07-03 00:00:00
TX_000220,CUST_0545,PROD_071,7,288.59,2025-06-26 00:00:00
TX_000221,CUST_0444,PROD_999,8,405.33,2025-02-20 00:00:00
TX_000222,CUST_0299,PROD_068,6,287.9,2025-03-03 00:00:00
TX_000223,CUST_0547,PROD_020,4,295.87,2025-06-09 00:00:00
TX_000224,CUST_0084,PROD_022,8,377.4,2025/01/01
TX_000225,CUST_0890,PROD_050,2,499.23,2025-03-01 00:00:00
TX_000226,CUST_0414,PROD_086,4,408.09,2025-06-21 00:00:00
TX_000227,CUST_0053,PROD_009,7,266.27,2025-11-10 00:00:00
TX_000228,CUST_0150,PROD_042,1,229.3,2025-04-01 00:00:00
TX_000229,CUST_0908,PROD_081,3,29.9,2025-07-08 00:00:00
TX_000230,CUST_0035,PROD_057,8,301.42,2025-07-20 00:00:00
TX_000231,CUST_0920,PROD_093,7,382.67,2025-07-30 00:00:00
TX_000232,CUST_0706,PROD_999,2,374.2,2025-09-09 00:00:00
TX_000233,CUST_0788,PROD_021,10,351.14,2025/11/05
TX_000234,CUST_0047,PROD_068,9,135.09,2025-04-10 00:00:00
TX_000235,CUST_0183,PROD_041,6,358.88,2025-03-29 00:00:00
TX_000236,CUST_0822,PROD_070,2,234.81,2025-04-15 00:00:00
TX_000237,CUST_0337,PROD_011,10,85.87,2025-07-14 00:00:00
TX_000238,CUST_0488,PROD_086,6,70.52,2025-09-11 00:00:00
TX_000239,CUST_0771,PROD_028,8,41.8,2025-12-08 00:00:00
TX_000240,CUST_0101,PROD_022,10,164.9,2025-03-14 00:00:00
TX_000241,CUST_0089,PROD_013,7,141.32,2025-01-28 00:00:00
TX_000242,CUST_0513,PROD_051,8,269.42,2025-03-14 00:00:00
TX_000243,CUST_0390,PROD_022,3,42.21,2025-03-24 00:00:00
TX_000244,CUST_0374,PROD_025,5,262.12,2025-08-03 00:00:00
TX_000245,CUST_0882,PROD_088,10,221.78,2025-08-07 00:00:00
TX_000246,CUST_0498,PROD_066,3,274.04,2025-06-13 00:00:00
TX_000247,CUST_0921,PROD_003,8,393.88,2025-10-29 00:00:00
TX_000248,CUST_0825,PROD_016,8,241.77,2025-02-01 00:00:00
TX_000249,CUST_0484,PROD_067,3,430.75,2025-01-08 00:00:00
TX_000250,CUST_9999,PROD_011,3,94.32,2025-11-19 00:00:00
TX_000251,CUST_0177,PROD_087,6,12.34,2025-06-21 00:00:00
TX_000252,CUST_0215,PROD_052,10,79.42,2025-02-07 00:00:00
TX_000253,CUST_0357,PROD_074,3,167.06,2025-07-23 00:00:00
TX_000254,CUST_0081,PROD_069,5,121.43,2025-11-16 00:00:00
TX_000255,CUST_0034,PROD_017,1,426.18,2025-01-18 00:00:00
TX_000256,CUST_0471,PROD_070,7,487.63,2025-11-03 00:00:00
TX_000257,CUST_0598,PROD_039,10,172.17,2025-11-09 00:00:00
TX_000258,CUST_0173,PROD_058,9,256.23,2025-01-19 00:00:00
TX_000259,CUST_0732,PROD_031,9,203.82,2025-07-19 00:00:00
TX_000260,CUST_0383,PROD_079,8,141.08,2025-02-09 00:00:00
TX_000261,CUST_0945,PROD_069,8,195.31,2025-03-18 00:00:00
TX_000262,CUST_0894,PROD_092,3,419.34,2025-03-08 00:00:00
TX_000263,CUST_0789,PROD_005,9,162.54,2025/09/26
TX_000264,CUST_0487,PROD_090,5,442.1,2025-12-06 00:00:00
TX_000265,CUST_0800,PROD_080,6,344.38,2025/10/19
TX_000266,CUST_0344,PROD_070,3,390.3,2025-06-25 00:00:00
TX_000267,CUST_0374,PROD_051,8,298.83,2025-04-11 00:00:00
TX_000268,CUST_0603,PROD_032,3,343.35,2025-10-22 00:00:00
TX_000269,CUST_0456,PROD_025,9,480.43,2025-10-21 00:00:00
TX_000270,CUST_0337,PROD_088,6,97.37,2025-06-22 00:00:00
TX_000271,CUST_0365,PROD_044,7,88.0,2025-10-22 00:00:00
TX_000272,CUST_0454,PROD_029,6,267.22,2025-12-18 00:00:00
TX_000273,CUST_0218,PROD_051,6,186.07,2025-11-27 00:00:00
TX_000274,CUST_0792,PROD_072,6,12.74,2025-06-14 00:00:00
TX_000275,CUST_0589,PROD_029,1,101.11,2025-11-18 00:00:00
TX_000276,CUST_0153,PROD_015,8,301.51,2025/03/26
TX_000277,CUST_0684,PROD_035,1,47.58,2025-07-06 00:00:00
TX_000278,CUST_0667,PROD_014,6,414.66,2025-04-14 00:00:00
TX_000279,CUST_0750,PROD_028,7,240.55,2025/09/26
TX_000280,CUST_0917,PROD_006,1,480.1,2025-05-17 00:00:00
TX_000281,CUST_0224,PROD_099,2,22.42,2025-07-01 00:00:00
TX_000282,CUST_0250,PROD_068,8,282.94,2025-11-06 00:00:00
TX_000283,CUST_0979,PROD_999,6,69.24,2025-09-21 00:00:00
TX_000284,CUST_0714,PROD_018,6,280.92,2025-08-08 00:00:00
TX_000285,CUST_0851,PROD_058,9,223.89,2025-06-02 00:00:00
TX_000286,CUST_0692,PROD_095,5,272.97,2025-06-23 00:00:00
TX_000287,CUST_0745,PROD_041,10,147.58,2025-09-15 00:00:00
TX_000288,CUST_0244,PROD_089,7,492.77,2025-01-14 00:00:00
TX_000289,CUST_0081,PROD_040,6,321.39,2025-10-28 00:00:00
TX_000290,CUST_0485,PROD_015,6,434.9,2025-02-05 00:00:00
TX_000291,CUST_0985,PROD_027,7,280.0,2025-04-04 00:00:00
TX_000292,CUST_0583,PROD_068,10,194.62,2025-10-28 00:00:00
TX_000293,CUST_0296,PROD_089,4,214.42,2025-11-23 00:00:00
TX_000294,CUST_0600,PROD_020,1,69.22,2025-09-21 00:00:00
TX_000295,CUST_0756,PROD_009,9,113.13,2025-03-30 00:00:00
TX_000296,CUST_0217,PROD_025,2,67.52,2025-11-07 00:00:00
TX_000297,CUST_0015,PROD_080,2,34.2,2025-01-05 00:00:00
TX_000298,CUST_0851,PROD_021,4,360.18,2025-08-26 00:00:00
TX_000299,CUST_0966,PROD_091,2,334.25,2025-04-01 00:00:00
TX_000300,CUST_0984,PROD_034,6,283.21,2025-05-17 00:00:00
TX_000301,CUST_0067,PROD_080,2,257.91,2025-12-09 00:00:00
TX_000302,CUST_0494,PROD_051,1,276.94,2025-04-04 00:00:00
TX_000303,CUST_0961,PROD_059,4,103.17,2025-04-22 00:00:00
TX_000304,CUST_0382,PROD_004,6,94.99,2025-03-21 00:00:00
TX_000305,CUST_0439,PROD_022,2,367.74,2025-06-17 00:00:00
TX_000306,CUST_0621,PROD_071,3,122.05,2025-03-27 00:00:00
TX_000307,CUST_0501,PROD_070,4,163.5,2025-06-07 00:00:00
TX_000308,CUST_0949,PROD_064,4,84.97,2025-07-21 00:00:00
TX_000309,CUST_0682,PROD_033,10,406.33,2025-09-13 00:00:00
TX_000310,CUST_0370,PROD_078,10,222.2,2025-04-06 00:00:00
TX_000311,CUST_0332,PROD_032,10,236.91,2025-09-27 00:00:00
TX_000312,CUST_0439,PROD_042,3,291.89,2025-10-13 00:00:00
TX_000313,CUST_0268,PROD_087,2,71.68,2025-07-06 00:00:00
TX_000314,CUST_0112,PROD_023,1,442.27,2025-05-16 00:00:00
TX_000315,CUST_0954,PROD_065,10,221.99,2025-12-17 00:00:00
TX_000316,CUST_0763,PROD_046,3,122.21,2025-10-01 00:00:00
TX_000317,CUST_0083,PROD_036,5,121.96,2025-07-18 00:00:00
TX_000318,CUST_0657,PROD_009,6,418.42,2025-03-25 00:00:00
TX_000319,CUST_0192,PROD_020,10,87.9,2025-10-28 00:00:00
TX_000320,CUST_0190,PROD_062,5,328.61,2025-09-19 00:00:00
TX_000321,CUST_0403,PROD_074,7,496.13,2025-02-12 00:00:00
TX_000322,CUST_0191,PROD_015,3,201.92,2025-11-21 00:00:00
TX_000323,CUST_0425,PROD_088,8,208.01,2025-12-05 00:00:00
TX_000324,CUST_0183,PROD_049,7,56.73,2025/04/03
TX_000325,CUST_0066,PROD_093,6,332.55,2025-09-28 00:00:00
TX_000326,CUST_0406,PROD_096,4,23.33,2025-10-20 00:00:00
TX_000327,CUST_0427,PROD_085,3,230.39,2025-12-07 00:00:00
TX_000328,CUST_0213,PROD_037,3,54.73,2025/05/26
TX_000329,CUST_0809,PROD_018,6,430.62,2025-10-23 00:00:00
TX_000330,CUST_0308,PROD_049,3,13.47,2025-10-30 00:00:00
TX_000331,CUST_0717,PROD_009,1,403.65,2025-04-20 00:00:00
TX_000332,CUST_0708,PROD_089,10,250.8,2025-01-09 00:00:00
TX_000333,CUST_0930,PROD_036,4,214.81,2025-07-03 00:00:00
TX_000334,CUST_0794,PROD_017,4,423.94,2025-05-13 00:00:00
TX_000335,CUST_0320,PROD_062,1,214.12,2025-07-05 00:00:00
TX_000336,CUST_0433,PROD_022,10,311.62,2025-08-15 00:00:00
TX_000337,CUST_0884,PROD_076,1,209.11,2025-03-08 00:00:00
TX_000338,CUST_0220,PROD_034,3,414.74,2025-12-17 00:00:00
TX_000339,CUST_9999,PROD_037,1,128.6,2025/03/05
TX_000340,CUST_0831,PROD_073,8,187.44,2025-06-07 00:00:00
TX_000341,CUST_0713,PROD_055,3,473.16,2025-05-09 00:00:00
TX_000342,CUST_0515,PROD_001,2,26.84,2025-01-31 00:00:00
TX_000343,CUST_0252,PROD_004,7,279.15,2025-02-21 00:00:00
TX_000344,CUST_0185,PROD_055,9,26.1,2025-01-07 00:00:00
TX_000345,CUST_0751,PROD_019,10,20.09,2025-02-25 00:00:00
TX_000346,CUST_0950,PROD_066,1,207.25,2025-02-22 00:00:00
TX_000347,CUST_0470,PROD_007,5,183.75,2025-09-29 00:00:00
TX_000348,CUST_0409,PROD_023,2,353.51,2025/01/13
TX_000349,CUST_0715,PROD_068,6,226.18,2025-12-27 00:00:00
TX_000350,CUST_0061,PROD_072,0,7.71,2025-04-12 00:00:00
TX_000351,CUST_0411,PROD_021,8,461.37,2025-08-12 00:00:00
TX_000352,CUST_0305,PROD_075,2,264.68,2025-03-12 00:00:00
TX_000353,CUST_0066,PROD_035,7,210.33,2025-02-21 00:00:00
TX_000354,CUST_0052,PROD_015,1,226.23,2025-09-06 00:00:00
TX_000355,CUST_0517,PROD_096,5,294.85,2025-10-06 00:00:00
TX_000356,CUST_0553,PROD_041,4,335.52,2025/12/29
TX_000357,CUST_0087,PROD_078,9,23.76,2025-10-29 00:00:00
TX_000358,CUST_0902,PROD_051,10,266.95,2025-09-10 00:00:00
TX_000359,CUST_0407,PROD_057,2,407.76,2025-07-15 00:00:00
TX_000360,CUST_0210,PROD_049,2,78.48,2025-09-06 00:00:00
TX_000361,CUST_0983,PROD_032,4,416.3,2025-06-15 00:00:00
TX_000362,CUST_0593,PROD_015,10,225.8,2025/01/08
TX_000363,CUST_0541,PROD_056,3,18.02,2025/08/28
TX_000364,CUST_0352,PROD_053,1,421.31,2025-12-05 00:00:00
TX_000365,CUST_0532,PROD_070,2,121.43,2025-12-17 00:00:00
TX_000366,CUST_0919,PROD_015,2,488.13,2025-01-12 00:00:00
TX_000367,CUST_0594,PROD_066,1,408.58,2025-02-06 00:00:00
TX_000368,CUST_0533,PROD_018,3,380.13,2025-08-20 00:00:00
TX_000369,CUST_0478,PROD_057,9,190.03,2025-01-06 00:00:00
TX_000370,CUST_0053,PROD_006,7,239.78,2025-08-31 00:00:00
TX_000371,CUST_0369,PROD_049,10,47.14,2025-11-01 00:00:00
TX_000372,CUST_0173,PROD_066,8,338.8,2025-10-30 00:00:00
